RETAIL SALES,WAREHOUSE SALES,TOTAL SALES,Number of Products
4.423518432875264,11.959757366543341,16.383275799418605,302720
574.9,6024.176563706564,6599.076563706564,259
144.30897919794126,557.803302594896,702.1122817928372,4663
